iter	Logloss
0	0.4575728172
1	0.3403064284
2	0.2798504055
3	0.2435050238
4	0.2206087779
5	0.2068041664
6	0.1957600728
7	0.1861470137
8	0.1773507055
9	0.1704416793
10	0.1647110255
11	0.160382461
12	0.1557394851
13	0.1519609417
14	0.1449425207
15	0.1422685872
16	0.138633854
17	0.1356339849
18	0.1325010759
19	0.1291729989
20	0.1266648516
21	0.1241317854
22	0.1217033163
23	0.1196411224
24	0.117410772
25	0.1149142484
26	0.1124963286
27	0.1103180724
28	0.1089092919
29	0.1073150995
30	0.1062073749
31	0.1044468176
32	0.1034437942
33	0.102004217
34	0.1002127712
35	0.09928707901
36	0.09736022226
37	0.09629222411
38	0.09528888206
39	0.09378353423
40	0.09158458476
41	0.09048948532
42	0.08960490535
43	0.088576687
44	0.08726315583
45	0.08652744626
46	0.08584928206
47	0.08485999608
48	0.08354155268
49	0.08228018343
50	0.08159922408
51	0.08054150001
52	0.07994171438
53	0.07938420049
54	0.07833072998
55	0.07716034152
56	0.07648798644
57	0.07585656683
58	0.07514386288
59	0.07454157344
60	0.07357735511
61	0.0731552467
62	0.07200295112
63	0.07152338736
64	0.07095013606
65	0.07045985919
66	0.06974838001
67	0.0691839096
68	0.06878995209
69	0.06844066327
70	0.06776476777
71	0.06735636587
72	0.066686086
73	0.06629190196
74	0.06594237709
75	0.06524854318
76	0.06478374542
77	0.06443035265
78	0.06411963699
79	0.06386638105
80	0.06311378335
81	0.0626355677
82	0.06223691987
83	0.06184941569
84	0.06158265935
85	0.06103309633
86	0.0607545414
87	0.06028193277
88	0.05990988666
89	0.05961386939
90	0.05898714906
91	0.0587044479
92	0.05813618795
93	0.05789316962
94	0.0575507012
95	0.05725868375
96	0.05702813556
97	0.05652904855
98	0.05615751485
99	0.05571267232
100	0.05535579611
101	0.05521110057
102	0.05490460963
103	0.0547138457
104	0.0544826641
105	0.05411582899
106	0.05388736945
107	0.05349720865
108	0.05328967877
109	0.05295999249
110	0.05265057706
111	0.05250155995
112	0.0521370974
113	0.05180929896
114	0.05161012739
115	0.05113258156
116	0.0508722868
117	0.05073430926
118	0.05058793744
119	0.05025995037
120	0.05009463134
121	0.04985934364
122	0.04970622369
123	0.04955144117
124	0.04924787403
125	0.04899220959
126	0.04870582199
127	0.04852732442
128	0.0482032406
129	0.0480914691
130	0.04765334791
131	0.04747336152
132	0.04724160726
133	0.04703643325
134	0.04674133745
135	0.04653228346
136	0.04637725711
137	0.0461401445
138	0.04601997453
139	0.04581262501
140	0.04560410269
141	0.04548972874
142	0.04519530544
143	0.0449082373
144	0.04473393725
145	0.04451718397
146	0.04437521368
147	0.04417766184
148	0.04404416976
149	0.04386976953
150	0.04377257169
151	0.04365870026
152	0.04355542256
153	0.0433921881
154	0.0432440342
155	0.04311386208
156	0.04300452205
157	0.04293605005
158	0.04276757575
159	0.04266241038
160	0.04260340367
161	0.0422155571
162	0.04203759141
163	0.04181389593
164	0.04169268413
165	0.04160687676
166	0.04145945871
167	0.04138560655
168	0.04121856981
169	0.04112006315
170	0.04093520482
171	0.040797998
172	0.04064706144
173	0.04059340389
174	0.0403147593
175	0.0401979865
176	0.04008909463
177	0.04000826255
178	0.03970992386
179	0.03955502669
180	0.03941599258
181	0.03931101144
182	0.03914226391
183	0.03901254948
184	0.03891785768
185	0.03881680281
186	0.0387372722
187	0.03855638844
188	0.03847025016
189	0.03826938137
190	0.0381490258
191	0.0380234922
192	0.03789864987
193	0.03781789903
194	0.03769656613
195	0.03748188308
196	0.03739676909
197	0.0373355062
198	0.03711229784
199	0.03700324632
200	0.03688827981
201	0.03679746185
202	0.03671989529
203	0.03660325209
204	0.03645982081
205	0.03636043304
206	0.03630312883
207	0.03619198876
208	0.03601945471
209	0.03594999025
210	0.03583393876
211	0.0357794137
212	0.0357221459
213	0.03561794359
214	0.03548548206
215	0.03544298249
216	0.03535378853
217	0.03525754665
218	0.03521342892
219	0.03512915256
220	0.03504543564
221	0.03493419431
222	0.03488186354
223	0.03476657273
224	0.03456636984
225	0.03452186584
226	0.03442277987
227	0.03436311383
228	0.03428603554
229	0.03424067162
230	0.03413577456
231	0.03402787383
232	0.03394148295
233	0.03387744737
234	0.03382919456
235	0.03374521067
236	0.03369536043
237	0.03352257706
238	0.03346336127
239	0.03336037221
240	0.03331899695
241	0.03323867484
242	0.03319124802
243	0.03313414592
244	0.03301389325
245	0.03296549812
246	0.03287554119
247	0.03280706319
248	0.03273196377
249	0.03265003517
250	0.03257563666
251	0.03252904653
252	0.03245882133
253	0.03238078207
254	0.03222102624
255	0.03215074296
256	0.03211483646
257	0.03199056323
258	0.03191852856
259	0.03180249344
260	0.03174735537
261	0.03167884765
262	0.03160921867
263	0.03156460061
264	0.03150289772
265	0.03140128651
266	0.03125894997
267	0.03121085944
268	0.03117138328
269	0.03110178325
270	0.03104517793
271	0.03100980162
272	0.030907374
273	0.03086779882
274	0.03084093062
275	0.03080490983
276	0.03068611326
277	0.03062877691
278	0.03058952795
279	0.03053712626
280	0.03043127976
281	0.03037391052
282	0.03033804577
283	0.03027186193
284	0.03020634563
285	0.03015640388
286	0.03009621939
287	0.0300584701
288	0.02993062964
289	0.02988996038
290	0.02978720449
291	0.02974270538
292	0.02970536046
293	0.0296576707
294	0.0295885442
295	0.0295500726
296	0.02949402945
297	0.02943931353
298	0.02941398337
299	0.02937063
300	0.02933142346
301	0.02926530486
302	0.0292224597
303	0.02919773536
304	0.0291427055
305	0.02907848401
306	0.02902111217
307	0.0289922039
308	0.0289623842
309	0.02892127734
310	0.02888501429
311	0.02885246632
312	0.02882292768
313	0.02879366923
314	0.02873918689
315	0.02868796237
316	0.0286207585
317	0.02859231799
318	0.02855135525
319	0.02844090126
320	0.0283170069
321	0.02822682222
322	0.02818970884
323	0.0281382797
324	0.02810087874
325	0.02806242901
326	0.02803869831
327	0.02796188606
328	0.02792132358
329	0.02790190192
330	0.0278264186
331	0.02776097114
332	0.0277207992
333	0.02768031538
334	0.02765734027
335	0.0276247769
336	0.02758246852
337	0.02741799036
338	0.02733422513
339	0.02729698501
340	0.02722721992
341	0.02719515843
342	0.02712598493
343	0.02708655912
344	0.02705621635
345	0.02701432276
346	0.02698974292
347	0.02694562534
348	0.02686356792
349	0.02683283779
350	0.02678307639
351	0.0267534061
352	0.02672672814
353	0.02667834582
354	0.02665641938
355	0.02661234444
356	0.02657931179
357	0.02647155942
358	0.02644147777
359	0.02642184595
360	0.02637124174
361	0.02634714501
362	0.02629406343
363	0.02623894958
364	0.02621480245
365	0.02616604713
366	0.02611126795
367	0.02607747196
368	0.02604969675
369	0.02603365283
370	0.0260043781
371	0.02597130264
372	0.02593345571
373	0.02589709122
374	0.0258563235
375	0.02583867823
376	0.02580680443
377	0.02576978661
378	0.02574073524
379	0.02569224806
380	0.02565750083
381	0.02563268934
382	0.02555506428
383	0.02553176427
384	0.02550559782
385	0.02548253811
386	0.02546695921
387	0.02537503934
388	0.02533915027
389	0.02530661015
390	0.02526981632
391	0.02523596658
392	0.02517605708
393	0.02515333251
394	0.02511640621
395	0.02509646695
396	0.02496973947
397	0.02493983968
398	0.02489586142
399	0.02476584492
400	0.02474849284
401	0.02471705181
402	0.02468058545
403	0.02462890662
404	0.02459737415
405	0.02457149353
406	0.024553737
407	0.02453078991
408	0.02448738871
409	0.02445425437
410	0.02442572852
411	0.02437784142
412	0.02435900209
413	0.02432662267
414	0.02431161011
415	0.02429346136
416	0.0242822014
417	0.02424528721
418	0.02419912014
419	0.02416803386
420	0.02413541637
421	0.02411253092
422	0.02407564453
423	0.02405737843
424	0.0240263734
425	0.02401000705
426	0.02395387799
427	0.02389496096
428	0.02386522018
